,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,Enrichment_Term,score,significance_str,immune_related
252,prerank,KEGG_2021_Human__Th17 cell differentiation,-0.2354854833465105,-0.8265053129673801,0.7607913669064749,0.8731918174196175,1.0,17/47,26.87%,AHR;HSP90AB1;GATA3;HSP90AA1;MAPK3;TGFBR2;FOS;JAK1;PPP3CA;RXRA;RORA;MAPK1;PPP3R1;PLCG1;TGFB1;MAPK14;NFATC3,KEGG_2021_Human,Th17 cell differentiation,0.05889034266761466,ns,False
256,prerank,"KEGG_2021_Human__Growth hormone synthesis, secretion and action",-0.22843858932582078,-0.812746601455941,0.791814946619217,0.8907308801284819,1.0,17/51,25.78%,GNAQ;GNAI1;GNA11;MAPK3;GNAS;ATF4;FOS;GSK3B;ITPR3;EP300;MAPK1;PLCG1;CREB1;GRB2;HRAS;PRKACA;MAPK14,KEGG_2021_Human,"Growth hormone synthesis, secretion and action",0.05025349117039604,ns,False
259,prerank,MSigDB_Hallmark_2020__Spermatogenesis,-0.2548328650702115,-0.7843234274571779,0.7761467889908257,0.9311161080761233,1.0,5/26,14.77%,SEPTIN4;PEBP1;TALDO1;SHE;GSTM3,MSigDB_Hallmark_2020,Spermatogenesis,0.03099616010062706,ns,False
260,prerank,KEGG_2021_Human__Natural killer cell mediated cytotoxicity,-0.23738306327538497,-0.7806992113379625,0.827768014059754,0.928827966661959,1.0,11/34,25.60%,IFNAR2;RAC1;MAPK3;ICAM2;PPP3CA;MAPK1;PPP3R1;PLCG1;IFNAR1;GRB2;HRAS,KEGG_2021_Human,Natural killer cell mediated cytotoxicity,0.032064716628535155,ns,False
262,prerank,"KEGG_2021_Human__Valine, leucine and isoleucine degradation",-0.27018621048171493,-0.7637441563780532,0.8217317487266553,0.9451185585296091,1.0,13/20,42.44%,ACADM;MCEE;ACAT1;ECHS1;HADH;HIBCH;ALDH3A2;ACAA1;ACADS;BCAT2;HMGCS1;HSD17B10;MMUT,KEGG_2021_Human,"Valine, leucine and isoleucine degradation",0.02451370886050523,ns,False
263,prerank,KEGG_2021_Human__Propanoate metabolism,-0.2847294247422699,-0.7627372102372079,0.7789291882556131,0.9386309615099451,1.0,10/16,42.44%,LDHB;MCEE;ACAT1;ECHS1;SUCLG1;SUCLG2;HIBCH;ACADS;ECHDC1;MMUT,KEGG_2021_Human,Propanoate metabolism,0.02750512432856605,ns,False
265,prerank,KEGG_2021_Human__B cell receptor signaling pathway,-0.23205793615082432,-0.7578799288546302,0.840630472854641,0.9374504744971638,1.0,12/35,26.87%,RASGRP3;RAC1;CD81;MAPK3;FOS;GSK3B;PPP3CA;MAPK1;PPP3R1;GRB2;HRAS;NFATC3,KEGG_2021_Human,B cell receptor signaling pathway,0.02805166676902886,ns,False
267,prerank,KEGG_2021_Human__Lysine degradation,-0.2339761157809489,-0.7535525130286902,0.8202443280977313,0.9352247821684397,1.0,11/32,32.34%,KMT2C;KMT2A;COLGALT1;ACAT1;ECHS1;NSD1;KMT5B;ASH1L;HADH;KMT2D;ALDH3A2,KEGG_2021_Human,Lysine degradation,0.029083993488215266,ns,False
268,prerank,KEGG_2021_Human__AMPK signaling pathway,-0.20961701547587683,-0.7456752999199373,0.8953900709219859,0.9373955637784973,1.0,7/51,10.95%,CD36;CCND1;RAB2A;TSC2;PPP2R5E;EEF2;IGF1R,KEGG_2021_Human,AMPK signaling pathway,0.028077106108189684,ns,False
271,prerank,KEGG_2021_Human__Fc epsilon RI signaling pathway,-0.2519853796846524,-0.7411757691432725,0.8422876949740035,0.9351529873037119,1.0,7/24,25.78%,RAC1;MAPK3;MAPK1;PLCG1;GRB2;HRAS;MAPK14,KEGG_2021_Human,Fc epsilon RI signaling pathway,0.02911733446788742,ns,False
273,prerank,KEGG_2021_Human__Arginine and proline metabolism,-0.2567561300260332,-0.7155469550877492,0.8604240282685512,0.9545403582188442,1.0,2/18,3.11%,MAOA;GATM,KEGG_2021_Human,Arginine and proline metabolism,0.020205704796550428,ns,False
274,prerank,KEGG_2021_Human__Base excision repair,-0.26186389428263224,-0.6969551920763559,0.8606403013182674,0.9639799393299627,1.0,5/16,23.60%,NTHL1;HMGB1;PCNA;PARP4;POLD4,KEGG_2021_Human,Base excision repair,0.01593200378280387,ns,False
276,prerank,KEGG_2021_Human__Glutathione metabolism,-0.21615010157631281,-0.6462946414048351,0.935969868173258,0.9880014982080164,1.0,9/24,29.96%,MGST3;IDH2;GPX1;GSTK1;GSTM3;GPX4;GPX7;PRDX6;MGST1,KEGG_2021_Human,Glutathione metabolism,0.005242396846601698,ns,False
279,prerank,KEGG_2021_Human__Amino sugar and nucleotide sugar metabolism,-0.189013886075872,-0.5096539220036223,0.9859402460456942,1.0,1.0,1/16,4.50%,UXS1,KEGG_2021_Human,Amino sugar and nucleotide sugar metabolism,-0.0,ns,False
280,prerank,KEGG_2021_Human__Fatty acid degradation,-0.17414232197105275,-0.481614728559642,0.9965277777777778,1.0,1.0,9/19,38.97%,ACSL4;ACADM;ACAT1;ECHS1;HADH;ADH5;ALDH3A2;ACAA1;ACADS,KEGG_2021_Human,Fatty acid degradation,-0.0,ns,False
281,prerank,KEGG_2021_Human__mRNA surveillance pathway,-0.10380348652931855,-0.3812321863858303,1.0,0.9998874901553886,1.0,62/62,89.74%,SAP18;FUS;PPP2R5E;MSI2;SSU72;ETF1;SMG1;UPF3A;PNN;SMG6;PAPOLA;PPP2R5A;EIF4A3;PAPOLG;NCBP2;FIP1L1;MAGOH;WDR82;SYMPK;CPSF2;SMG7;SRRM1;PPP2R1A;PPP2R3A;CPSF6;UPF1;ALYREF;PPP1CC;UPF3B;NUDT21;HBS1L;DAZAP1;GSPT1;PCF11;ACIN1;RBM8A;PPP2R3C;PPP2R5C;RNMT;UPF2;CASC3;PELO;PPP1CA;PPP2R5B;PABPC4;CPSF4;PPP2CA;PPP2R2A;PYM1;DDX39B;CLP1;SMG5;WDR33;TARDBP;PPP2R2D;CPSF7;NXT1;PABPC1;MAGOHB;PPP2CB;RNPS1;PPP1CB,KEGG_2021_Human,mRNA surveillance pathway,4.8865153631502065e-05,ns,False
278,prerank,KEGG_2021_Human__T cell receptor signaling pathway,0.17470644904270846,0.6150460434580703,0.9952038369304557,0.9777894339993771,1.0,10/45,19.65%,NFKBIA;RELA;PIK3CA;PPP3CB;NFKBIB;BCL10;MAP2K1;VAV3;AKT1;MALT1,KEGG_2021_Human,T cell receptor signaling pathway,0.009754660036551469,ns,False
277,prerank,KEGG_2021_Human__Basal transcription factors,0.20615489324985303,0.6192442742576909,0.9516129032258065,0.9830016737113464,1.0,9/23,25.27%,TAF7;TAF9;TBPL1;GTF2H2C;TAF12;GTF2B;GTF2F1;CCNH;TAF10,KEGG_2021_Human,Basal transcription factors,0.007445742714168323,ns,False
275,prerank,KEGG_2021_Human__Peroxisome,0.2069010959970459,0.6861645185823578,0.9399538106235565,0.955894712204878,1.0,1/34,0.14%,XDH,KEGG_2021_Human,Peroxisome,0.019589940806116826,ns,False
272,prerank,KEGG_2021_Human__Longevity regulating pathway,0.20200543395298992,0.7409738420848773,0.9339622641509434,0.9125746517747458,1.0,11/53,16.40%,ADIPOR2;SOD2;EIF4EBP1;RHEB;RELA;EIF4E;PIK3CA;PRKAB1;KL;EIF4EBP2;EIF4E2,KEGG_2021_Human,Longevity regulating pathway,0.03973159862191942,ns,False
270,prerank,MSigDB_Hallmark_2020__Apical Surface,0.26271813254877696,0.7412119090126519,0.7946428571428571,0.9185903483093799,1.0,3/17,10.80%,PLAUR;ADIPOR2;CRYBG1,MSigDB_Hallmark_2020,Apical Surface,0.036878122055476546,ns,False
269,prerank,KEGG_2021_Human__Glycerolipid metabolism,0.25743582072807314,0.7453315352080534,0.8022727272727272,0.920339173282483,1.0,3/20,7.47%,PNPLA2;ALDH2;LPIN2,KEGG_2021_Human,Glycerolipid metabolism,0.036052092285784834,ns,False
266,prerank,KEGG_2021_Human__Leishmaniasis,0.23975536771257633,0.7550622610321365,0.8422273781902552,0.9155966969742438,1.0,6/30,14.61%,NFKBIA;STAT1;RELA;CR1L;NFKBIB;MARCKSL1,KEGG_2021_Human,Leishmaniasis,0.03829578271707416,ns,False
264,prerank,KEGG_2021_Human__RNA transport,0.18385778875990977,0.7582491057396268,0.95,0.9180198554910693,1.0,22/99,18.39%,EIF5;EIF4EBP1;EIF2S2;SUMO4;EIF4E;EIF3CL;RNPS1;NUP62;EIF3B;EIF3D;EIF3J;RPP14;EIF2S1;NMD3;MAGOHB;EIF4EBP2;PABPC1;NXT1;EIF4E2;EIF1;TARDBP;GEMIN7,KEGG_2021_Human,RNA transport,0.037147925512316306,ns,False
261,prerank,KEGG_2021_Human__Notch signaling pathway,0.23570281521693565,0.7777530504300045,0.7888349514563107,0.8975003101027705,1.0,2/34,1.90%,DTX3L;DLL1,KEGG_2021_Human,Notch signaling pathway,0.046965392692931485,ns,False
258,prerank,KEGG_2021_Human__Yersinia infection,0.20287116048043213,0.8016407113006933,0.874384236453202,0.8670490974103674,1.0,10/76,10.81%,NFKBIA;ARF6;ACTG1;TBK1;MAP2K3;ACTB;RELA;CCL2;PIK3CA;TRAF2,KEGG_2021_Human,Yersinia infection,0.061956309524161444,ns,True
257,prerank,KEGG_2021_Human__Amoebiasis,0.24128091674452956,0.8053085250306645,0.7945205479452054,0.867198574806783,1.0,6/35,10.12%,SERPINB9;RAB7A;CASP3;RELA;PIK3CA;CD1D,KEGG_2021_Human,Amoebiasis,0.061881444544224284,ns,False
255,prerank,KEGG_2021_Human__Inflammatory bowel disease,0.29306881117132,0.8198289481962688,0.7076923076923077,0.8480592509816526,1.0,8/18,24.20%,IL4R;STAT1;RELA;NOD2;HLA-DQA2;STAT3;HLA-DRA;NFKB1,KEGG_2021_Human,Inflammatory bowel disease,0.0715738040222462,ns,True
254,prerank,KEGG_2021_Human__Insulin signaling pathway,0.22697659586385743,0.824261883355428,0.785234899328859,0.8461736890549475,1.0,19/56,22.77%,SOCS1;SOCS2;SOCS3;EIF4EBP1;RHEB;EIF4E;PIK3CA;PPP1CB;PRKAB1;RAPGEF1;TRIP10;EIF4E2;MAP2K1;AKT1;FLOT1;G6PC3;RPS6KB1;PYGL;RAF1,KEGG_2021_Human,Insulin signaling pathway,0.07254048275785477,ns,False
253,prerank,KEGG_2021_Human__Epithelial cell signaling in Helicobacter pylori infection,0.24215074026594197,0.8261363529781096,0.7253012048192771,0.8491450836403538,1.0,7/39,9.59%,NFKBIA;CCL5;ATP6V1B2;CASP3;RELA;NOD1;ATP6V0E1,KEGG_2021_Human,Epithelial cell signaling in Helicobacter pylori infection,0.0710181005201223,ns,True
248,prerank,KEGG_2021_Human__Pyruvate metabolism,0.29448529049738725,0.8492558468394358,0.6610576923076923,0.8102245704651986,1.0,2/20,3.11%,LDHA;ALDH2,KEGG_2021_Human,Pyruvate metabolism,0.09139459075542618,ns,False
244,prerank,KEGG_2021_Human__Lysosome,0.22034334158945273,0.8589209260615314,0.7352941176470589,0.7971423758810158,1.0,6/75,6.06%,LITAF;CD63;LAMP2;HYAL2;CTSL;GNS,KEGG_2021_Human,Lysosome,0.09846410327488167,ns,False
242,prerank,KEGG_2021_Human__Hepatocellular carcinoma,0.22044878858747727,0.8738528096631453,0.7227488151658767,0.7714038361923461,1.0,9/80,8.40%,CDKN1A;GADD45G;MYC;GADD45B;ACTG1;BAK1;TXNRD1;ACTB;NQO1,KEGG_2021_Human,Hepatocellular carcinoma,0.11271820571754651,ns,False
241,prerank,KEGG_2021_Human__RNA degradation,0.2393705174117936,0.8801795364935147,0.6973094170403588,0.7633893601876784,1.0,12/55,18.57%,BTG3;HSPA9;PFKL;BTG1;XRN2;NUDT16;TTC37;TENT4A;PABPC1;BTG2;LSM8;XRN1,KEGG_2021_Human,RNA degradation,0.11725389736567442,ns,False
240,prerank,KEGG_2021_Human__Rheumatoid arthritis,0.27099173806648974,0.8893236683238177,0.6456876456876457,0.7498178472073722,1.0,8/34,9.59%,CCL5;CTSL;CSF1;ICAM1;ATP6V1B2;CCL2;VEGFA;ATP6V0E1,KEGG_2021_Human,Rheumatoid arthritis,0.1250442266892958,ns,False
239,prerank,MSigDB_Hallmark_2020__Estrogen Response Early,0.23702388033139682,0.8911003201496904,0.6666666666666666,0.7516873221357953,1.0,9/62,8.60%,MYC;ELOVL5;BHLHE40;PLAAT3;MED13L;BAG1;SIAH2;FLNB;NCOR2,MSigDB_Hallmark_2020,Estrogen Response Early,0.12396277444846031,ns,False
236,prerank,KEGG_2021_Human__Human T-cell leukemia virus 1 infection,0.2225242043930156,0.9042356867578246,0.6904761904761905,0.7285943676815331,1.0,16/103,12.98%,NFKBIA;CDKN1A;MYC;IL15RA;TNFRSF1A;CCND3;SLC25A5;ICAM1;RELA;JAK3;CCND2;PIK3CA;PPP3CB;VDAC2;NFKB2;TBPL1,KEGG_2021_Human,Human T-cell leukemia virus 1 infection,0.1375141903467588,ns,True
235,prerank,KEGG_2021_Human__PPAR signaling pathway,0.30535814644415277,0.9055835041477975,0.6033653846153846,0.7311095576122413,1.0,2/22,2.68%,PLIN2;UBC,KEGG_2021_Human,PPAR signaling pathway,0.1360175386354503,ns,False
232,prerank,KEGG_2021_Human__Cell cycle,0.2512851872494779,0.9191317125056407,0.6049107142857143,0.7054427986771622,1.0,5/59,3.75%,CDKN1A;GADD45G;MYC;GADD45B;CCND3,KEGG_2021_Human,Cell cycle,0.15153819555387596,ns,False
231,prerank,KEGG_2021_Human__Glycerophospholipid metabolism,0.2661010247630985,0.9194800695968232,0.5985748218527316,0.7103049715086038,1.0,5/41,7.50%,PLA2G5;PLA1A;PLAAT3;LPIN2;PGS1,KEGG_2021_Human,Glycerophospholipid metabolism,0.14855514563880307,ns,False
230,prerank,KEGG_2021_Human__Arrhythmogenic right ventricular cardiomyopathy,0.3183575913339508,0.9294762280624028,0.5407925407925408,0.693791400986772,1.0,4/20,7.60%,ACTG1;ITGA3;ITGAV;ACTB,KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,0.1587710872081962,ns,False
229,prerank,KEGG_2021_Human__Neutrophil extracellular trap formation,0.2638777565514445,0.9304824626710572,0.6133004926108374,0.6970721762759112,1.0,10/44,13.68%,H3-3B;ACTG1;SLC25A5;GSDMD;ACTB;RELA;PIK3CA;CR1L;VDAC2;CAMP,KEGG_2021_Human,Neutrophil extracellular trap formation,0.15672225183671848,ns,True
228,prerank,MSigDB_Hallmark_2020__Wnt-beta Catenin Signaling,0.3066755141050996,0.9315224597324956,0.5636792452830188,0.7004559386161338,1.0,8/24,19.33%,MYC;DLL1;NCOR2;CCND2;HEY2;JAG2;HEY1;JAG1,MSigDB_Hallmark_2020,Wnt-beta Catenin Signaling,0.1546191783192738,ns,False
226,prerank,KEGG_2021_Human__Tight junction,0.23764004957951645,0.9329662844992548,0.6123853211009175,0.7026740011291367,1.0,24/79,17.80%,YBX3;TUBA1C;MYL12A;CLDN5;EZR;ACTG1;VASP;TUBA4A;ACTB;CD1D;PRKAB1;TUBA1A;MSN;PPP2CB;MYL12B;ARHGEF2;SLC9A3R1;ACTN1;MYH9;ARPC1B;LLGL1;MARVELD2;PPP2R2D;TUBA1B,KEGG_2021_Human,Tight junction,0.15324611501982563,ns,False
224,prerank,KEGG_2021_Human__Glioma,0.2788794763798558,0.9397179058382596,0.575,0.6918692571113977,1.0,6/35,10.14%,CDKN1A;GADD45G;GADD45B;BAK1;PIK3CA;PDGFA,KEGG_2021_Human,Glioma,0.1599759666410594,ns,False
223,prerank,KEGG_2021_Human__Thyroid hormone signaling pathway,0.25134749941981177,0.9432468417696163,0.5439429928741093,0.6893613984187607,1.0,10/60,9.95%,MYC;HIF1A;ACTG1;MED13L;ITGAV;STAT1;RHEB;ACTB;PFKL;PIK3CA,KEGG_2021_Human,Thyroid hormone signaling pathway,0.16155303906426008,ns,False
222,prerank,KEGG_2021_Human__Protein processing in endoplasmic reticulum,0.22983528866897948,0.9433264446075517,0.579064587973274,0.6949183266336844,1.0,23/116,13.67%,UBE2G2;EIF2AK2;DDIT3;EDEM1;PPP1R15A;DNAJC3;UBXN2A;DERL1;RAD23A;BAG1;FBXO6;PREB;BAK1;UFD1;SELENOS;SAR1A;UBE2J2;DNAJB12;TRAF2;NPLOC4;HERPUD1;UBXN1;EIF2S1,KEGG_2021_Human,Protein processing in endoplasmic reticulum,0.15806623480072007,ns,False
221,prerank,KEGG_2021_Human__Drug metabolism,0.30907063667668916,0.953144946153945,0.5177777777777778,0.6774189291420574,1.0,3/25,4.79%,XDH;UPP1;IMPDH1,KEGG_2021_Human,Drug metabolism,0.1691426720151496,ns,False
220,prerank,MSigDB_Hallmark_2020__Angiogenesis,0.3351992793577431,0.9536253799776532,0.5308924485125858,0.6822277225017894,1.0,6/18,10.14%,TIMP1;PGLYRP1;ITGAV;CCND2;VEGFA;PDGFA,MSigDB_Hallmark_2020,Angiogenesis,0.16607063690028737,ns,False
219,prerank,MSigDB_Hallmark_2020__Epithelial Mesenchymal Transition,0.24302540773608405,0.955633614773896,0.5404157043879908,0.6833611660165623,1.0,15/81,10.42%,PLAUR;CD59;TIMP1;GADD45B;THBS1;FLNA;TAGLN;ITGAV;DAB2;TPM4;TNFAIP3;VEGFA;MGP;CCN1;IGFBP3,MSigDB_Hallmark_2020,Epithelial Mesenchymal Transition,0.16534970488159387,ns,False
218,prerank,KEGG_2021_Human__Chagas disease,0.2675420828076166,0.9608295562049656,0.5023041474654378,0.6764227340982253,1.0,12/47,18.11%,NFKBIA;TNFRSF1A;CCL5;RELA;CCL2;ACE;PIK3CA;PPP2CB;CASP8;TGFBR1;PPP2R2D;FAS,KEGG_2021_Human,Chagas disease,0.16978180449314392,ns,False
217,prerank,KEGG_2021_Human__Tuberculosis,0.2527753591666063,0.9626509245040682,0.5128205128205128,0.6775251416360331,1.0,18/77,14.89%,CEBPB;LAMP2;RAB7A;TNFRSF1A;CYCS;CEBPG;STAT1;CASP3;HSPA9;RELA;PPP3CB;CR1L;TCIRG1;CASP8;CAMP;BCL10;RIPK2;PLK3,KEGG_2021_Human,Tuberculosis,0.16907458433369893,ns,False
215,prerank,MSigDB_Hallmark_2020__Glycolysis,0.2543070046035005,0.976695222891994,0.4977973568281938,0.6486581185881615,1.0,17/77,14.16%,ISG20;DDIT4;LDHA;IER3;P4HA2;GPC4;NASP;PSMC4;GCLC;VEGFA;HDLBP;IGFBP3;PKM;TPI1;RBCK1;PPP2CB;ALDOA,MSigDB_Hallmark_2020,Glycolysis,0.18798414192369106,ns,False
214,prerank,KEGG_2021_Human__ErbB signaling pathway,0.2913794952447565,0.9773115269178969,0.4731934731934732,0.6528796314942782,1.0,4/34,9.95%,CDKN1A;MYC;EIF4EBP1;PIK3CA,KEGG_2021_Human,ErbB signaling pathway,0.18516688028146963,ns,False
212,prerank,KEGG_2021_Human__Gastric cancer,0.2743249312599926,0.9802938918299634,0.48641975308641977,0.6516874374333353,1.0,4/52,2.01%,CDKN1A;GADD45G;MYC;GADD45B,KEGG_2021_Human,Gastric cancer,0.18596065081039542,ns,False
210,prerank,KEGG_2021_Human__Amyotrophic lateral sclerosis,0.21568573050547635,0.9825389583821482,0.5068181818181818,0.6520499883023856,1.0,49/220,15.10%,TUBA1C;DDIT3;SETX;PSMA6;SQSTM1;TNFRSF1A;ACTG1;ANXA7;PSMA5;TBK1;CYCS;ADRM1;TUBA4A;DERL1;UQCRC1;PSMA3;PSMD11;TUBB4B;MAP2K3;PSMD3;PSMD12;CASP3;ACTB;PSMD14;PSMC4;PSMD8;ATP5F1A;PSMC1;CYC1;PSMC6;PSMD2;ATP5F1B;PPP3CB;TRAF2;NUP62;PSMD7;PSMA7;TUBA1A;GABARAP;PSMC2;COX5A;COX7A2L;TUBB6;EIF2S1;PSMC3;PSMB3;MCU;COX7C;XBP1,KEGG_2021_Human,Amyotrophic lateral sclerosis,0.1857191085446165,ns,False
209,prerank,KEGG_2021_Human__Pathways of neurodegeneration,0.2122973851514478,0.9853344126385646,0.5081585081585082,0.6513100542079469,1.0,58/262,15.10%,UBE2L6;TUBA1C;UBE2G2;DDIT3;PSMA6;SQSTM1;UBC;TNFRSF1A;PRNP;SLC25A5;PSMA5;CSF1;TBK1;CYCS;ADRM1;TUBA4A;DERL1;UQCRC1;PSMA3;PSMD11;TUBB4B;MAP2K3;UBB;PSMD3;PSMD12;BAK1;CASP3;RELA;UBA7;PSMD14;PSMC4;PSMD8;ATP5F1A;PSMC1;CYC1;PSMC6;PSMD2;UBE2J2;ATP5F1B;PPP3CB;TRAF2;PSMD7;PSMA7;TUBA1A;GABARAP;PSMC2;VDAC2;COX5A;COX7A2L;TUBB6;CASP8;EIF2S1;PSMC3;FRAT2;PSMB3;MCU;COX7C;XBP1,KEGG_2021_Human,Pathways of neurodegeneration,0.18621221761383622,ns,False
205,prerank,KEGG_2021_Human__MAPK signaling pathway,0.23817550549111294,0.9975125303793946,0.4602803738317757,0.6271732478786588,1.0,26/129,12.12%,GADD45G;MYC;MAX;DDIT3;GADD45B;RRAS2;TNFRSF1A;CSF1;DUSP3;JUND;DUSP1;FLNA;DUSP8;MAP2K3;CASP3;RELA;FLNB;RRAS;VEGFA;DUSP16;PDGFA;DUSP6;PPP3CB;TRAF2;DUSP5;VEGFC,KEGG_2021_Human,MAPK signaling pathway,0.20261247479183203,ns,False
203,prerank,KEGG_2021_Human__Purine metabolism,0.2842572043403428,1.0016354765074063,0.43847874720357943,0.6227517326416809,1.0,4/45,4.79%,XDH;NT5C3A;PNP;IMPDH1,KEGG_2021_Human,Purine metabolism,0.20568505548045732,ns,False
202,prerank,KEGG_2021_Human__Ether lipid metabolism,0.3601672907075988,1.0025615761463569,0.46436781609195404,0.6265645822888868,1.0,2/17,3.04%,PLA2G5;PLAAT3,KEGG_2021_Human,Ether lipid metabolism,0.20303415805187155,ns,False
201,prerank,KEGG_2021_Human__mTOR signaling pathway,0.2667620310974833,1.004564904854088,0.4427860696517413,0.627798371303215,1.0,11/66,9.95%,SLC3A2;DDIT4;CASTOR1;TNFRSF1A;ATP6V1B2;EIF4EBP1;RHEB;LPIN2;EIF4E;FNIP2;PIK3CA,KEGG_2021_Human,mTOR signaling pathway,0.20217981532432286,ns,True
200,prerank,MSigDB_Hallmark_2020__E2F Targets,0.2568254253275463,1.0058992844929524,0.4383561643835616,0.6307232555910987,1.0,12/83,9.89%,CDKN1A;MYC;JPT1;HMGA1;TBRG4;NASP;UNG;POLE4;LBR;SLBP;SYNCRIP;NOP56,MSigDB_Hallmark_2020,E2F Targets,0.20016115570607879,ns,False
199,prerank,MSigDB_Hallmark_2020__Reactive Oxygen Species Pathway,0.2996875850940484,1.008098438575454,0.4525862068965517,0.6310966066125469,1.0,10/36,10.47%,PRNP;SBNO2;SRXN1;GCLM;SOD2;TXNRD1;NQO1;GCLC;SELENOS;CDKN2D,MSigDB_Hallmark_2020,Reactive Oxygen Species Pathway,0.19990415500730002,ns,False
198,prerank,KEGG_2021_Human__Dilated cardiomyopathy,0.3350993174796613,1.0201290769678113,0.4376417233560091,0.6064432657518889,1.0,6/24,7.60%,ACTG1;ITGA3;ITGAV;TPM4;TPM3;ACTB,KEGG_2021_Human,Dilated cardiomyopathy,0.2172098222061309,ns,False
197,prerank,KEGG_2021_Human__FoxO signaling pathway,0.2730525328556079,1.0208079833888433,0.394919168591224,0.6109121222414503,1.0,12/63,12.18%,CDKN1A;GADD45G;GADD45B;S1PR1;TNFSF10;SOD2;CCND2;PIK3CA;CDKN2D;PRKAB1;GABARAP;PLK2,KEGG_2021_Human,FoxO signaling pathway,0.21402125713949605,ns,False
196,prerank,MSigDB_Hallmark_2020__Androgen Response,0.2828987426900327,1.0229594285443788,0.4164705882352941,0.6116358778500828,1.0,8/50,6.80%,AKAP12;ELOVL5;MYL12A;CCND3;ADRM1;ITGAV;FADS1;SLC38A2,MSigDB_Hallmark_2020,Androgen Response,0.21350704730270853,ns,False
195,prerank,KEGG_2021_Human__Shigellosis,0.23881195785672804,1.0286392459307607,0.35091743119266056,0.6032339723227653,1.0,32/140,17.26%,NFKBIA;MYL12A;SQSTM1;UBC;H3-3B;TNFRSF1A;ARF6;CCL5;ACTG1;TBK1;CYCS;UBB;ACTB;RELA;NOD1;PIK3CA;TRAF2;GABARAP;NFKBIB;RBCK1;UBE2V1;RIPK1;MYL12B;BCL10;CYTH1;RIPK2;ARHGEF2;BECN1;MDM2;ACTN1;ARPC1B;GSK3A,KEGG_2021_Human,Shigellosis,0.21951420829070878,ns,False
193,prerank,KEGG_2021_Human__Breast cancer,0.27641085044924424,1.0321300671580005,0.4046511627906977,0.6004175499432484,1.0,5/60,2.01%,CDKN1A;GADD45G;MYC;DLL1;GADD45B,KEGG_2021_Human,Breast cancer,0.22154662200485348,ns,False
191,prerank,KEGG_2021_Human__Pancreatic cancer,0.301673555993076,1.0409503407061578,0.38534278959810875,0.5850921450791773,1.0,9/44,11.85%,CDKN1A;GADD45G;GADD45B;STAT1;BAK1;RELA;VEGFA;PIK3CA;RALB,KEGG_2021_Human,Pancreatic cancer,0.2327757322971912,ns,False
187,prerank,KEGG_2021_Human__Melanoma,0.32755697548239576,1.0589364813264786,0.3695150115473441,0.5473773330656045,1.0,6/29,10.14%,CDKN1A;GADD45G;GADD45B;BAK1;PIK3CA;PDGFA,KEGG_2021_Human,Melanoma,0.2617131907190076,ns,False
185,prerank,KEGG_2021_Human__Cysteine and methionine metabolism,0.36503587383975794,1.0621777096859633,0.36036036036036034,0.5456579184614708,1.0,5/19,12.21%,LDHA;GCLM;MAT2A;GCLC;SRM,KEGG_2021_Human,Cysteine and methionine metabolism,0.26307953803410866,ns,False
184,prerank,KEGG_2021_Human__Hippo signaling pathway,0.2812325282492564,1.0665954717715749,0.33557046979865773,0.5411607806428911,1.0,12/68,10.30%,BIRC3;MYC;RASSF1;SAV1;CCND3;BBC3;ACTG1;TEAD4;ACTB;YWHAH;CCND2;PPP1CB,KEGG_2021_Human,Hippo signaling pathway,0.2666736854069453,ns,False
181,prerank,KEGG_2021_Human__Cardiac muscle contraction,0.34521566382970453,1.0712788506110937,0.3378076062639821,0.5356346380840133,1.0,8/25,16.27%,UQCRC1;TPM4;TPM3;CYC1;COX5A;COX7A2L;COX7C;COX4I1,KEGG_2021_Human,Cardiac muscle contraction,0.27113134606940054,ns,False
179,prerank,KEGG_2021_Human__Pathways in cancer,0.23693931140048316,1.0749509185635209,0.2425,0.5327625447115477,1.0,44/220,13.65%,BIRC3;NFKBIA;CDKN1A;PML;GADD45G;MYC;MAX;DLL1;GADD45B;IL15RA;RASSF1;HIF1A;LPAR6;STAT2;CCND3;BBC3;IL4R;ITGA3;CYCS;ITGAV;STAT1;TPM3;BAK1;CASP3;TXNRD1;RELA;JAK3;NQO1;DAPK1;ZBTB16;CCND2;VEGFA;PIK3CA;PDGFA;TRAF2;BCR;RALB;VEGFC;GNA13;NFKB2;GNGT2;DLL4;LAMA5;CASP8,KEGG_2021_Human,Pathways in cancer,0.27346631536343696,ns,False
178,prerank,KEGG_2021_Human__Human cytomegalovirus infection,0.2644939772327563,1.0776283135824958,0.3056872037914692,0.5320012817840936,1.0,24/107,13.72%,NFKBIA;CDKN1A;MYC;TAP1;TAP2;TNFRSF1A;CCL5;TBK1;CYCS;ITGAV;EIF4EBP1;BAK1;CASP3;RHEB;RELA;CCL2;VEGFA;PIK3CA;PPP3CB;TRAF2;GNA13;GNGT2;CASP8;RIPK1,KEGG_2021_Human,Human cytomegalovirus infection,0.27408732133072583,ns,True
