,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,Enrichment_Term,score,significance_str,immune_related,dataset
263,prerank,MSigDB_Hallmark_2020__Epithelial Mesenchymal Transition,0.29067589916582964,0.9031349257426758,0.6805251641137856,0.8440482121884608,1.0,30/139,23.73%,TIMP1;TGFBI;PLAUR;FBN2;THBS1;SERPINE1;TGFB1;FAS;CCN1;INHBA;CD59;COLGALT1;TPM4;GLIPR1;SDC4;NNMT;SPP1;TNC;MMP14;CAPG;CCN2;NT5E;CXCL6;BASP1;PTX3;FUCA1;AREG;RHOB;DAB2;PLOD3,MSigDB_Hallmark_2020,Epithelial Mesenchymal Transition,0.07363274568548449,ns,False,Dwarfhamster_hd
262,prerank,KEGG_2021_Human__GnRH secretion,0.35586245551559204,0.9032192455310969,0.6276747503566333,0.8484091826116074,1.0,1/31,0.17%,MAP2K2,KEGG_2021_Human,GnRH secretion,0.07139463961803003,ns,False,Dwarfhamster_hd
260,prerank,KEGG_2021_Human__Cellular senescence,0.2953166547548304,0.9101710070961885,0.6602272727272728,0.8366187194512152,1.0,15/120,11.24%,MAP2K2;VDAC3;CCND3;CDKN1A;SQSTM1;RELA;EIF4EBP1;LIN37;MAP2K3;PPP1CA;SERPINE1;TGFB1;MAPKAPK2;RRAS2;VDAC2,KEGG_2021_Human,Cellular senescence,0.07747242225190516,ns,False,Dwarfhamster_hd
259,prerank,KEGG_2021_Human__Glucagon signaling pathway,0.3188143497398039,0.9124139993450971,0.6354430379746835,0.8359599753947199,1.0,14/67,11.20%,LDHA;PHKG2;CPT1A;PPP4C;G6PC3;CREB3;PRKAB1;PKM;PFKL;PYGL;SLC2A1;LDHC;PDHB;PRMT1,KEGG_2021_Human,Glucagon signaling pathway,0.07781451548123605,ns,False,Dwarfhamster_hd
258,prerank,KEGG_2021_Human__Fatty acid elongation,0.39228022484566444,0.9146453852014942,0.5991058122205664,0.835229064371806,1.0,6/18,16.22%,HADHA;ACOT7;ELOVL1;PPT1;ACOT4;ACOT1,KEGG_2021_Human,Fatty acid elongation,0.07819440146265426,ns,False,Dwarfhamster_hd
257,prerank,KEGG_2021_Human__Mineral absorption,0.3603340154821838,0.9146676252886989,0.6164383561643836,0.8397983910776526,1.0,6/32,17.09%,HMOX2;HMOX1;ATP1B3;MT2A;FTH1;FTL,KEGG_2021_Human,Mineral absorption,0.07582496173757261,ns,False,Dwarfhamster_hd
255,prerank,MSigDB_Hallmark_2020__Apical Junction,0.29418023549549804,0.9211923372476084,0.6155580608793687,0.828475773298071,1.0,21/130,15.18%,TGFBI;CAP1;FSCN1;TSPAN4;GTF2F1;ZYX;ACTG1;YWHAH;ADAM15;STX4;MMP9;TRAF1;CRAT;ICAM1;SLC30A3;CD274;ITGA3;CNN2;GNAI2;CLDN5;SHROOM2,MSigDB_Hallmark_2020,Apical Junction,0.08172018691489044,ns,False,Dwarfhamster_hd
254,prerank,KEGG_2021_Human__Purine metabolism,0.3086766329026805,0.9222225937968891,0.6260657734470159,0.8306005921479677,1.0,22/88,21.22%,IMPDH1;XDH;NT5C3A;PNP;PKM;NUDT9;PGM2;ADSL;ADSS1;PDE7A;ENPP3;PDE6B;NT5C2;NUDT16;PGM1;GDA;GMPR;ADA;AK6;ADCY4;ATIC;NT5E,KEGG_2021_Human,Purine metabolism,0.08060776361079852,ns,False,Dwarfhamster_hd
253,prerank,KEGG_2021_Human__Peroxisome,0.3221595165830028,0.9238501395055774,0.5931790499390986,0.8314113304226695,1.0,15/66,19.27%,PAOX;XDH;PEX16;ABCD4;CRAT;SOD2;MPV17;PEX11B;NOS2;ECH1;HMGCL;PEX10;ACSL5;SOD1;PRDX5,KEGG_2021_Human,Peroxisome,0.08018406125088529,ns,False,Dwarfhamster_hd
248,prerank,KEGG_2021_Human__Thermogenesis,0.29380038232795413,0.9316250862059768,0.6361655773420479,0.8176719462864618,1.0,19/172,8.70%,NPPB;COX19;NDUFAF3;CPT1A;SDHC;CREB3;CYC1;UQCRC1;PRKAB1;COX18;NDUFAF1;ACTG1;NDUFS4;SDHB;MAP2K3;PNPLA2;SIRT6;NDUFS3;RPS6KA1,KEGG_2021_Human,Thermogenesis,0.0874209023114736,ns,False,Dwarfhamster_hd
246,prerank,KEGG_2021_Human__Neurotrophin signaling pathway,0.3169035739881942,0.938209576951831,0.5909090909090909,0.8057441945046263,1.0,18/86,19.34%,MAP2K2;NFKBIB;ARHGDIA;RELA;IRAK1;BAX;RPS6KA1;PRKCD;PSEN1;MAPKAPK2;NFKBIA;MAP2K1;IKBKB;RIPK2;RAP1B;FASLG;NTRK1;SH2B3,KEGG_2021_Human,Neurotrophin signaling pathway,0.09380281495455264,ns,False,Dwarfhamster_hd
245,prerank,MSigDB_Hallmark_2020__Fatty Acid Metabolism,0.3051110898066898,0.9419805781935535,0.601123595505618,0.8009676466077379,1.0,30/131,18.59%,UBE2L6;LDHA;ACO2;CPT1A;SDHC;PSME1;METAP1;MDH2;YWHAH;PRDX6;DLST;GABARAPL1;SUCLA2;ERP29;ADSL;PDHB;CRAT;ALDOA;CPT2;ECH1;APEX1;HMGCL;FH;ADIPOR2;ODC1;MCEE;HCCS;NCAPH2;DLD;ACSL5,MSigDB_Hallmark_2020,Fatty Acid Metabolism,0.09638502596757836,ns,False,Dwarfhamster_hd
244,prerank,KEGG_2021_Human__Glyoxylate and dicarboxylate metabolism,0.37973655016522667,0.9430851512093146,0.5441389290882779,0.8029902066948115,1.0,8/24,20.43%,ACO2;MDH2;ACO1;AFMID;MCEE;DLD;CS;GLUL,KEGG_2021_Human,Glyoxylate and dicarboxylate metabolism,0.09528975136433132,ns,False,Dwarfhamster_hd
238,prerank,KEGG_2021_Human__Th1 and Th2 cell differentiation,0.334760143322493,0.9630899960032813,0.543424317617866,0.7573219351695342,1.0,16/68,20.08%,STAT1;NFKBIB;HLA-DQA2;IFNGR1;RELA;IFNGR2;JAG2;NFKBIA;IL4R;DLL1;IKBKB;JAK2;IL12A;JAK3;STAT5A;HLA-DRA,KEGG_2021_Human,Th1 and Th2 cell differentiation,0.12071946403221256,ns,False,Dwarfhamster_hd
236,prerank,KEGG_2021_Human__p53 signaling pathway,0.34277542577423936,0.9762986650864828,0.511742892459827,0.7281609578372508,1.0,9/61,9.47%,SHISA5;CCND3;CDKN1A;CASP3;BAX;THBS1;SERPINE1;CYCS;FAS,KEGG_2021_Human,p53 signaling pathway,0.13777261055780016,ns,False,Dwarfhamster_hd
235,prerank,KEGG_2021_Human__Pathways in cancer,0.2994383747625822,0.9826972743278861,0.5429447852760736,0.7163656610000175,1.0,79/366,19.66%,MAP2K2;CCND3;BAK1;EGLN2;STAT1;CSF3R;STAT2;CDKN1A;MGST1;FLT3;IFNGR1;HMOX1;RELA;PML;MAX;ZBTB16;GNB2;SPI1;CASP3;BIRC3;CSF2RA;IFNGR2;PTGER2;BAX;GSTP1;KEAP1;PTGS2;MGST2;SLC2A1;CYCS;TGFB1;IL15RA;FAS;RALB;IFNAR2;JAG2;MMP9;TRAF1;ELOC;NFKBIA;TPM3;ZBTB17;GNB1;IL4R;TRAF2;DLL1;DAPK3;PDGFA;MAP2K1;BBC3;ITGA3;IKBKB;NOS2;GNAI2;RALGDS;GADD45G;NQO1;LPAR6;GNG11;FH;TFG;AGT;ELOB;FASLG;RASSF5;JAK2;WNT4;TRAF5;RASSF1;GNAI3;IL12A;JAK3;HIF1A;NTRK1;STAT5A;NFKB2;CASP9;VEGFB;CSF2RB,KEGG_2021_Human,Pathways in cancer,0.14486524023734712,ns,False,Dwarfhamster_hd
233,prerank,KEGG_2021_Human__Bacterial invasion of epithelial cells,0.35632680022438235,0.9862618728568058,0.4854614412136536,0.711527082843282,1.0,13/52,21.57%,RHOG;MAD2L2;CLTA;ACTG1;HCLS1;CLTB;ARPC3;ARPC1A;ARPC1B;SRC;CAV2;ILK;CDC42,KEGG_2021_Human,Bacterial invasion of epithelial cells,0.14780856472159182,ns,False,Dwarfhamster_hd
232,prerank,KEGG_2021_Human__Chemical carcinogenesis,0.32045827705486796,0.9877362825029703,0.5028248587570622,0.7121766342432782,1.0,16/117,12.63%,MAP2K2;PAQR5;CCND3;HPGDS;MGST1;CREB3;RELA;PAQR7;EIF4EBP1;GSTP1;PTGS2;MGST2;RPS6KA1;CYP2E1;DLL1;MAP2K1,KEGG_2021_Human,Chemical carcinogenesis,0.1474122791673454,ns,False,Dwarfhamster_hd
231,prerank,KEGG_2021_Human__Spliceosome,0.3294452673947319,0.9944636599720431,0.4695752009184845,0.699074588668965,1.0,23/109,14.70%,PUF60;SNW1;SF3A2;RBM22;PQBP1;PHF5A;PCBP1;PLRG1;DDX39B;SNRPC;SMNDC1;SF3B4;CWC15;RBM17;SF3A3;EIF4A3;ISY1-RAB43;SNRPB;BUD31;ALYREF;U2AF1;XAB2;SF3B5,KEGG_2021_Human,Spliceosome,0.15547648416969467,ns,False,Dwarfhamster_hd
230,prerank,KEGG_2021_Human__Neutrophil extracellular trap formation,0.3315888125008754,0.9978436151135139,0.47344110854503463,0.6944809959998381,1.0,19/96,14.66%,MAP2K2;ELANE;VDAC3;NCF4;SELPLG;RELA;CASP1;NCF2;ACTG1;TLR7;HDAC3;GSDMD;MACROH2A1;TLR2;FPR1;VDAC2;MAP2K1;SIGLEC9;CAMP,KEGG_2021_Human,Neutrophil extracellular trap formation,0.15833963393691533,ns,True,Dwarfhamster_hd
228,prerank,KEGG_2021_Human__MicroRNAs in cancer,0.3239009741955369,0.9995183806465354,0.48044692737430167,0.6943332134353468,1.0,13/112,7.96%,MAP2K2;BAK1;FSCN1;CDKN1A;DDIT4;EZR;HMOX1;UBE2I;CASP3;SOCS1;MCL1;THBS1;PTGS2,KEGG_2021_Human,MicroRNAs in cancer,0.158432059766211,ns,False,Dwarfhamster_hd
227,prerank,MSigDB_Hallmark_2020__Angiogenesis,0.4106157118209034,1.0001590045604918,0.4610951008645533,0.6968830712173185,1.0,6/25,15.73%,TIMP1;LRPAP1;JAG2;PGLYRP1;PDGFA;SPP1,MSigDB_Hallmark_2020,Angiogenesis,0.15684008529528654,ns,False,Dwarfhamster_hd
224,prerank,KEGG_2021_Human__ErbB signaling pathway,0.3592035244010334,1.00438693986242,0.46387832699619774,0.690346388742327,1.0,3/53,4.74%,MAP2K2;CDKN1A;EIF4EBP1,KEGG_2021_Human,ErbB signaling pathway,0.16093294263672867,ns,False,Dwarfhamster_hd
223,prerank,KEGG_2021_Human__PPAR signaling pathway,0.3766549038234548,1.0095114840406278,0.45479082321187586,0.681259050134841,1.0,17/42,25.30%,PLIN2;CPT1A;UBC;ANGPTL4;PLIN5;CYP27A1;CPT2;SLC27A4;ACSL5;ILK;APOA2;PCK2;FADS2;CPT1B;NR1H3;FABP5;PPARD,KEGG_2021_Human,PPAR signaling pathway,0.16668771532445328,ns,False,Dwarfhamster_hd
222,prerank,KEGG_2021_Human__Various types of N-glycan biosynthesis,0.4076519424382692,1.0097493161822226,0.44937586685159503,0.6849088576248743,1.0,5/26,14.08%,DDOST;ALG3;ALG14;RPN1;MGAT4B,KEGG_2021_Human,Various types of N-glycan biosynthesis,0.1643672172143526,ns,False,Dwarfhamster_hd
221,prerank,KEGG_2021_Human__AGE-RAGE signaling pathway in diabetic complications,0.34242203178217273,1.0108930533392326,0.45357142857142857,0.6862101364431745,1.0,23/79,27.78%,STAT1;RELA;CASP3;CCL2;BAX;SERPINE1;PRKCD;TGFB1;ICAM1;F3;AGT;JAK2;STAT5A;VEGFB;CDC42;AKT1;STAT3;IL1B;NRAS;IL6;MAPK13;NFATC1;EGR1,KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,0.16354287099447265,ns,False,Dwarfhamster_hd
220,prerank,KEGG_2021_Human__Relaxin signaling pathway,0.34037431466423496,1.0131729288344362,0.4331360946745562,0.6844314262575328,1.0,20/88,22.62%,MAP2K2;CREB3;RELA;GNB2;TGFB1;MMP9;NFKBIA;GNB1;MAP2K1;NOS2;GNAI2;GNG11;RLN2;ATF6B;GNAI3;VEGFB;SRC;ADCY4;GNGT2;AKT1,KEGG_2021_Human,Relaxin signaling pathway,0.16467005766849868,ns,False,Dwarfhamster_hd
214,prerank,KEGG_2021_Human__Hematopoietic cell lineage,0.36474310328619125,1.0324065702144793,0.415347137637028,0.6382726619739354,1.0,11/60,13.05%,IL1R2;CSF3R;HLA-DQA2;FLT3;CD14;CSF1;CSF2RA;CD8A;CD59;IL4R;ITGA3,KEGG_2021_Human,Hematopoietic cell lineage,0.1949937565542538,ns,False,Dwarfhamster_hd
213,prerank,KEGG_2021_Human__Yersinia infection,0.33890901423336617,1.0348196830378347,0.41415313225058004,0.6363118626263915,1.0,30/108,22.62%,MAP2K2;RHOG;RELA;CASP1;PKN1;ACTG1;IRAK1;CD8A;CCL2;MAP2K3;TICAM1;MYD88;VAV1;RPS6KA1;NFKBIA;TRAF2;MAP2K1;LIMK1;IKBKB;ARPC3;ARPC1A;PIP5K1C;IL10;ARPC1B;SRC;NLRC4;CDC42;TBK1;NLRP3;AKT1,KEGG_2021_Human,Yersinia infection,0.19632998022887116,ns,True,Dwarfhamster_hd
212,prerank,KEGG_2021_Human__Arginine and proline metabolism,0.39160482063270813,1.036183263684033,0.41611624834874505,0.6365956707893013,1.0,10/36,18.02%,CNDP2;ARG1;LAP3;ARG2;NOS2;P4HA2;SAT2;ODC1;SRM;CKB,KEGG_2021_Human,Arginine and proline metabolism,0.19613631915314084,ns,False,Dwarfhamster_hd
208,prerank,KEGG_2021_Human__Vascular smooth muscle contraction,0.3601103764464302,1.0481570084129792,0.4108433734939759,0.6101669018037987,1.0,10/80,8.79%,MAP2K2;PLA2G5;NPPB;ADM;PLA2G2A;ADORA2B;PLA2G2D;PPP1CA;PPP1R12C;PRKCD,KEGG_2021_Human,Vascular smooth muscle contraction,0.2145513541400706,ns,False,Dwarfhamster_hd
207,prerank,KEGG_2021_Human__Human T-cell leukemia virus 1 infection,0.331528095454447,1.0515954205504194,0.37390350877192985,0.6049900816910515,1.0,26/168,12.63%,MAP2K2;VDAC3;CCND3;LTBR;IL1R2;TNFRSF1A;TBPL1;CDKN1A;CREB3;HLA-DQA2;CALR;RELA;SPI1;GPS2;BAX;VAC14;B2M;SLC2A1;TGFB1;IL15RA;NFKBIA;VDAC2;KAT5;ICAM1;BUB3;MAP2K1,KEGG_2021_Human,Human T-cell leukemia virus 1 infection,0.2182517451858032,ns,True,Dwarfhamster_hd
205,prerank,KEGG_2021_Human__Terpenoid backbone biosynthesis,0.4531442191811488,1.0573326943672903,0.397341211225997,0.5937785547872744,1.0,3/20,7.91%,FNTA;DHDDS;NUS1,KEGG_2021_Human,Terpenoid backbone biosynthesis,0.22637549166037535,ns,False,Dwarfhamster_hd
204,prerank,KEGG_2021_Human__Drug metabolism,0.377782172545917,1.0644427819179525,0.37305699481865284,0.5787845028146634,1.0,11/57,13.90%,IMPDH1;HPGDS;XDH;MGST1;UPP1;GUSB;GSTP1;MGST2;CYP2E1;CDA;ALDH3B1,KEGG_2021_Human,Drug metabolism,0.23748310580486554,ns,False,Dwarfhamster_hd
203,prerank,KEGG_2021_Human__PI3K-Akt signaling pathway,0.3301697473810563,1.065063800767987,0.34285714285714286,0.5806965682538626,1.0,49/217,19.91%,MAP2K2;CCND3;CSF3R;CDKN1A;G6PC3;CREB3;DDIT4;FLT3;RELA;PKN1;CDC37;CSF1;PPP2R1A;EIF4EBP1;GNB2;YWHAH;PPP2CA;MCL1;THBS1;IFNAR2;TLR2;EIF4E;OSM;GNB1;IL4R;EIF4E2;PDGFA;MAP2K1;PPP2R5B;ITGA3;IKBKB;SPP1;PPP2R2D;PIK3R5;LPAR6;GNG11;ATF6B;PPP2R2A;FASLG;IBSP;TNC;JAK2;RHEB;JAK3;NTRK1;CASP9;VEGFB;MLST8;SYK,KEGG_2021_Human,PI3K-Akt signaling pathway,0.23605074051190506,ns,False,Dwarfhamster_hd
200,prerank,MSigDB_Hallmark_2020__KRAS Signaling Up,0.3437820053187725,1.0775167419603178,0.311731843575419,0.55250477751712,1.0,32/149,16.85%,IRF8;LAT2;CTSS;PSMB8;CXCL10;CMKLR1;CFB;PLAUR;ARG1;IL10RA;BIRC3;CSF2RA;PTGS2;ANGPTL4;ZNF277;AKAP12;MMP9;TRIB1;TRAF1;INHBA;ADAM8;ETV4;MAFB;RETN;YRDC;PDCD1LG2;LY96;GADD45G;SPP1;GNG11;PLAU;PPP1R15A,MSigDB_Hallmark_2020,KRAS Signaling Up,0.25766396227569915,ns,False,Dwarfhamster_hd
199,prerank,KEGG_2021_Human__Fructose and mannose metabolism,0.44420700563604454,1.078272676769463,0.3647711511789182,0.5541641198672796,1.0,9/26,18.19%,GMPPB;TPI1;PFKL;TKFC;ALDOA;PMM2;HK2;PFKFB3;GMPPA,KEGG_2021_Human,Fructose and mannose metabolism,0.2563615966485116,ns,False,Dwarfhamster_hd
197,prerank,KEGG_2021_Human__VEGF signaling pathway,0.405412392501032,1.0845443207423748,0.3562913907284768,0.5421315428609561,1.0,14/41,26.65%,MAP2K2;HSPB1;PTGS2;MAPKAPK2;MAP2K1;SPHK1;PLA2G4A;CASP9;SRC;CDC42;AKT1;NRAS;MAPKAPK3;MAPK13,KEGG_2021_Human,VEGF signaling pathway,0.2658953234112939,ns,False,Dwarfhamster_hd
196,prerank,KEGG_2021_Human__Nicotinate and nicotinamide metabolism,0.4453237944626361,1.0910927257116088,0.3438395415472779,0.5289291017354564,1.0,11/26,24.57%,SIRT2;PNP;NAMPT;SIRT6;SIRT7;ENPP3;NNMT;NT5C2;NT5E;NMNAT1;BST1,KEGG_2021_Human,Nicotinate and nicotinamide metabolism,0.27660253739503676,ns,False,Dwarfhamster_hd
195,prerank,KEGG_2021_Human__ABC transporters,0.4430917162799233,1.0938390921646688,0.3404255319148936,0.5255459507550163,1.0,5/26,15.89%,TAP1;TAP2;ABCD4;ABCB10;ABCA1,KEGG_2021_Human,ABC transporters,0.2793893057310943,ns,False,Dwarfhamster_hd
193,prerank,KEGG_2021_Human__Colorectal cancer,0.38570411177460884,1.0967913691008273,0.308252427184466,0.5218736422315183,1.0,12/69,15.53%,MAP2K2;BAK1;CDKN1A;CASP3;BAX;CYCS;TGFB1;RALB;MAP2K1;BBC3;RALGDS;GADD45G,KEGG_2021_Human,Colorectal cancer,0.282434637082984,ns,False,Dwarfhamster_hd
192,prerank,KEGG_2021_Human__Glycerophospholipid metabolism,0.3810395756795246,1.096834625684774,0.31876606683804626,0.5253473925516808,1.0,14/66,19.22%,PLA2G5;PLD4;PISD;PLA2G2A;CHPT1;PGS1;PLA2G2D;CHKB;LPIN2;LYPLA2;PLA1A;PLAAT3;LPCAT3;PLA2G4A,KEGG_2021_Human,Glycerophospholipid metabolism,0.27955341892796737,ns,False,Dwarfhamster_hd
190,prerank,KEGG_2021_Human__mRNA surveillance pathway,0.37836246376499916,1.1043695434269063,0.3078817733990148,0.5100141118247553,1.0,19/73,16.98%,CSTF1;PPP2R1A;NXT1;DDX39B;PPP2CA;RNPS1;PPP1CA;HBS1L;CPSF4;CLP1;SMG5;EIF4A3;ALYREF;DDX19B;PPP2R5B;SAP18;PPP2R2D;CPSF3;PPP2R2A,KEGG_2021_Human,mRNA surveillance pathway,0.2924178070337671,ns,False,Dwarfhamster_hd
188,prerank,KEGG_2021_Human__Glioma,0.4030497847818385,1.1103351779507606,0.3069053708439898,0.4987189379567311,1.0,6/49,12.63%,MAP2K2;BAK1;CDKN1A;BAX;PDGFA;MAP2K1,KEGG_2021_Human,Glioma,0.30214413991489003,ns,False,Dwarfhamster_hd
186,prerank,KEGG_2021_Human__Pentose phosphate pathway,0.4793340826027028,1.1195157362462553,0.3081570996978852,0.4802359902676235,1.0,11/20,17.91%,PFKL;TALDO1;TKT;PGM2;ALDOA;PGD;H6PD;GPI;RPIA;G6PD;PGM1,KEGG_2021_Human,Pentose phosphate pathway,0.3185452957806078,ns,False,Dwarfhamster_hd
185,prerank,KEGG_2021_Human__Melanoma,0.4115935220673578,1.119638794365669,0.3105263157894737,0.48331958158498295,1.0,7/46,15.53%,MAP2K2;BAK1;CDKN1A;BAX;PDGFA;MAP2K1;GADD45G,KEGG_2021_Human,Melanoma,0.31576560916066365,ns,False,Dwarfhamster_hd
184,prerank,KEGG_2021_Human__Non-small cell lung cancer,0.40750308900852084,1.126595782799459,0.2718078381795196,0.46944906837642003,1.0,11/53,19.37%,MAP2K2;BAK1;CDKN1A;BAX;MAP2K1;GADD45G;RASSF5;RASSF1;JAK3;STAT5A;CASP9,KEGG_2021_Human,Non-small cell lung cancer,0.3284115184626631,ns,True,Dwarfhamster_hd
183,prerank,KEGG_2021_Human__C-type lectin receptor signaling pathway,0.37718946673219916,1.1275917781123739,0.27218934911242604,0.4704002405248985,1.0,36/88,28.11%,IRF9;BCL3;STAT1;STAT2;CCL22;RELA;CASP1;PTGS2;PRKCD;MAPKAPK2;NFKBIA;RRAS2;CLEC4E;IKBKB;IRF1;PLK3;IL12A;IL10;LSP1;NFKB2;SYK;MAP3K14;SRC;NLRP3;AKT1;MDM2;CLEC4D;IL1B;NRAS;IL6;MAPK13;NFATC1;CALML4;CLEC7A;EGR2;RRAS,KEGG_2021_Human,C-type lectin receptor signaling pathway,0.3275324648685475,ns,False,Dwarfhamster_hd
180,prerank,KEGG_2021_Human__Systemic lupus erythematosus,0.4140383845227792,1.134338481438859,0.2798459563543004,0.457506358798725,1.0,10/46,9.56%,C2;C1QA;ELANE;HLA-DQA2;C1QC;C1QB;MACROH2A1;TRIM21;C1S;C4B,KEGG_2021_Human,Systemic lupus erythematosus,0.3396028653745684,ns,False,Dwarfhamster_hd
177,prerank,KEGG_2021_Human__Rheumatoid arthritis,0.4068720798049786,1.1472871330286525,0.2484076433121019,0.4299400833981518,1.0,23/60,21.87%,HLA-DQA2;CSF1;TCIRG1;CCL2;CCL3L3;ACP5;ATP6V0D1;ATP6V1F;TGFB1;ATP6V0E1;TLR2;ATP6V1B2;CTSL;ICAM1;CXCL3;ATP6V1G1;CCL5;ATP6V0B;ATP6AP1;HLA-DRA;ATP6V1C1;TNFSF13B;CXCL6,KEGG_2021_Human,Rheumatoid arthritis,0.3665920636358833,ns,False,Dwarfhamster_hd
176,prerank,MSigDB_Hallmark_2020__Cholesterol Homeostasis,0.39965591650021465,1.1478904393300056,0.23741935483870968,0.43171786780466365,1.0,13/62,12.07%,TRIB3;FBXO6;ETHE1;LGMN;PLAUR;GUSB;ACTG1;NFIL3;CXCL16;STX5;ATF3;S100A11;ATF5,MSigDB_Hallmark_2020,Cholesterol Homeostasis,0.3647999765269962,ns,False,Dwarfhamster_hd
175,prerank,KEGG_2021_Human__Inflammatory bowel disease,0.42849924556023705,1.1502209616973809,0.2647058823529412,0.42919249314515073,1.0,19/45,26.90%,STAT1;HLA-DQA2;IFNGR1;RELA;IFNGR2;TGFB1;TLR2;IL4R;NOD2;TLR5;IL12A;IL10;HLA-DRA;IL18RAP;STAT3;IL1B;IL6;IL12RB1;NFATC1,KEGG_2021_Human,Inflammatory bowel disease,0.3673478827315961,ns,True,Dwarfhamster_hd
174,prerank,KEGG_2021_Human__Prostate cancer,0.4012544447492505,1.1557194587910624,0.23558282208588957,0.41956777726456235,1.0,11/65,14.06%,MAP2K2;IL1R2;CDKN1A;CREB3;RELA;GSTP1;MMP9;NFKBIA;PDGFA;MAP2K1;IKBKB,KEGG_2021_Human,Prostate cancer,0.3771978729416663,ns,True,Dwarfhamster_hd
169,prerank,KEGG_2021_Human__African trypanosomiasis,0.4885164384870996,1.160399675293695,0.2882882882882883,0.41162998245213717,1.0,9/21,18.65%,HPR;IDO1;MYD88;FAS;ICAM1;TLR9;FASLG;IL12A;IL10,KEGG_2021_Human,African trypanosomiasis,0.3854929994604218,ns,False,Dwarfhamster_hd
167,prerank,KEGG_2021_Human__Primary immunodeficiency,0.46433732006896455,1.1705493522338142,0.2510176390773406,0.390901116397602,1.0,9/30,12.00%,TAP1;TAP2;CD8A;BTK;UNG;ORAI1;AICDA;AIRE;DCLRE1C,KEGG_2021_Human,Primary immunodeficiency,0.4079330892387025,ns,False,Dwarfhamster_hd
166,prerank,KEGG_2021_Human__Neuroactive ligand-receptor interaction,0.3896450161775915,1.170795966001731,0.20214030915576695,0.3934340676763935,1.0,28/91,22.38%,SCT;GPR35;F2RL2;MCHR1;ADM;P2RY2;PTAFR;PTGER2;ADORA2B;P2RY6;P2RX4;ADORA3;FPR1;P2RY14;CYSLTR1;TSPO;LPAR6;LTB4R;RLN2;AGT;FPR2;S1PR1;C3AR1;P2RY1;AVPR1A;S1PR2;GZMA;VIPR1,KEGG_2021_Human,Neuroactive ligand-receptor interaction,0.40512803698587546,ns,False,Dwarfhamster_hd
165,prerank,KEGG_2021_Human__Pancreatic secretion,0.43320382567511356,1.1713653125630468,0.22631578947368422,0.3951039873943861,1.0,7/43,10.33%,SCT;PLA2G5;RAB8A;PLA2G2A;RAB11A;PLA2G2D;ATP1B3,KEGG_2021_Human,Pancreatic secretion,0.4032885873910902,ns,False,Dwarfhamster_hd
164,prerank,KEGG_2021_Human__Pancreatic cancer,0.41611778712340386,1.1772077108392935,0.20802919708029197,0.3849969904691084,1.0,16/64,23.81%,BAK1;STAT1;CDKN1A;RELA;BAX;TGFB1;RALB;MAP2K1;IKBKB;RALGDS;GADD45G;CASP9;CDC42;AKT1;BCL2L1;STAT3,KEGG_2021_Human,Pancreatic cancer,0.4145426653688184,ns,False,Dwarfhamster_hd
163,prerank,KEGG_2021_Human__Natural killer cell mediated cytotoxicity,0.4078149878186213,1.1774821806712992,0.20173267326732675,0.3873869487597679,1.0,15/67,19.91%,MAP2K2;PTPN6;IFNGR1;CASP3;IFNGR2;VAV1;FAS;IFNAR2;ICAM1;MAP2K1;FASLG;TNFSF10;TYROBP;SH3BP2;SYK,KEGG_2021_Human,Natural killer cell mediated cytotoxicity,0.4118550149465255,ns,False,Dwarfhamster_hd
162,prerank,KEGG_2021_Human__Fc epsilon RI signaling pathway,0.4342998761158028,1.1794378120795652,0.23298429319371727,0.38574197243109243,1.0,15/45,27.05%,MAP2K2;MAP2K3;BTK;ALOX5AP;VAV1;MAP2K1;PLA2G4A;SYK;LYN;AKT1;FCER1A;VAV3;NRAS;MAPK13;LCP2,KEGG_2021_Human,Fc epsilon RI signaling pathway,0.41370310315245096,ns,False,Dwarfhamster_hd
161,prerank,KEGG_2021_Human__Insulin resistance,0.40700143690774454,1.181263172912069,0.20072992700729927,0.38467688022730684,1.0,17/78,11.15%,TRIB3;PTPA;TNFRSF1A;CPT1A;G6PC3;CREB3;RELA;PRKAB1;SOCS3;PPP1CA;PYGL;NR1H2;RPS6KA1;PRKCD;SLC2A1;NFKBIA;PPP1R3D,KEGG_2021_Human,Insulin resistance,0.4149039147886673,ns,False,Dwarfhamster_hd
160,prerank,KEGG_2021_Human__Mitophagy,0.4166991868062006,1.1868802326139796,0.20253164556962025,0.37507203483348234,1.0,24/59,28.11%,CSNK2B;GABARAP;SQSTM1;RELA;UBB;GABARAPL1;UBC;RRAS2;BECN1;TFE3;RAB7A;PGAM5;ATG9A;USP15;HIF1A;SRC;TBK1;BCL2L1;BNIP3L;PINK1;NRAS;MFN1;FUNDC1;RRAS,KEGG_2021_Human,Mitophagy,0.4258853154020886,ns,False,Dwarfhamster_hd
