,,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes,members
Syrian hamster,3,Cellular senescence,16/101,0.7349060483978795,0.9997940628638404,0.9126709998934452,MAPK14;PPP1CA;CCND2;NFKB1;PPID;CAPN1;MAP2K1;PPP1CB;ITPR2;LIN37;NFATC2;PPP3R1;PIK3CD;VDAC2;RASSF5;CCND3,16
Syrian hamster,3,Transcriptional misregulation in cancer,16/104,0.7768649052846841,0.9997940628638404,0.8861546545231631,KDM6A;BAK1;CCND2;SPI1;NFKB1;PPARG;ITGB7;CEBPA;BCL2A1;ELANE;MITF;FCGR1A;ITGAM;RUNX1;CSF1R;DUSP6,16
Syrian hamster,3,Choline metabolism in cancer,9/65,0.8407279336231348,0.9997940628638404,0.8139720700196466,CHPT1;MAP2K1;WAS;FOS;PRKCA;RAC2;PIK3CD;GRB2;PRKCB,9
Syrian hamster,3,Tight junction,14/91,0.7660807437242747,0.9997940628638404,0.8895699059470041,EZR;HCLS1;ACTB;ARHGEF18;ARHGAP17;MAP3K5;WAS;TUBA4A;MAP3K1;SLC9A3R1;RUNX1;ACTR3;ACTN1;PRKAG1,14
Syrian hamster,3,Thyroid hormone signaling pathway,9/79,0.9562083439599937,0.9997940628638404,0.669522791711196,ACTB;MED14;MAP2K1;PRKCA;NCOA2;PIK3CD;NCOA1;NOTCH2;PRKCB,9
Syrian hamster,3,Chronic myeloid leukemia,8/64,0.9035143484266844,0.9997940628638404,0.7391797469393829,GRB2;CTBP1;NFKB1;BAK1;RUNX1;MAP2K1;PIK3CD;GAB2,8
Syrian hamster,3,TGF-beta signaling pathway,3/52,0.9972483340817299,0.9997940628638404,0.37323215660398107,TFDP1;TNF;TGIF1,3
Syrian hamster,3,Colorectal cancer,6/67,0.9865251499165318,0.9997940628638404,0.5392274257728803,BAK1;MAP2K1;FOS;RAC2;PIK3CD;GRB2,6
Syrian hamster,3,Cushing syndrome,9/71,0.9055315336207799,0.9997940628638404,0.7451385977387964,GNAI2;FH;ARNT;ADCY7;MAP2K1;RAP1B;ITPR2;NR4A1;ATF6B,9
Syrian hamster,3,Melanoma,4/44,0.966115218287673,0.9997940628638404,0.5670466390435528,MAP2K1;PIK3CD;BAK1;MITF,4
Syrian hamster,3,Small cell lung cancer,3/65,0.9996785816463338,0.9997940628638404,0.2986971775117677,PIK3CD;BAK1;NFKB1,3
Syrian hamster,3,Signaling pathways regulating pluripotency of stem cells,5/74,0.9983670439864957,0.9997940628638404,0.4127838269888675,MAPK14;MAP2K1;JAK3;PIK3CD;GRB2,5
Syrian hamster,3,Endometrial cancer,4/48,0.9804435449833572,0.9997940628638404,0.5200348520998049,MAP2K1;GRB2;PIK3CD;BAK1,4
Syrian hamster,3,Ribosome biogenesis in eukaryotes,9/61,0.7808942889430867,0.9997940628638404,0.8673226745516875,UTP18;POP5;UTP14A;NHP2;FBL;NXF1;RAN;CSNK2B;SNU13,9
Syrian hamster,3,Epstein-Barr virus infection,21/134,0.7727814596242973,0.9997940628638404,0.8969285860573074,MAPK14;IRAK4;CCND2;NFKB1;BTK;PSMC6;JAK3;MAP3K7;SYK;CD3D;CD3G;PSMD8;PIK3CD;PSMD2;ITGAL;IRF3;CD44;BAK1;TNF;CD3E;CCND3,21
Syrian hamster,3,ErbB signaling pathway,5/54,0.9741829137603495,0.9997940628638404,0.5655976941471709,MAP2K1;PRKCA;PIK3CD;GRB2;PRKCB,5
Syrian hamster,3,Fanconi anemia pathway,2/15,0.7752403039958043,0.9997940628638404,0.9063207938483137,SLX1A;RPA3,2
Syrian hamster,3,Renin secretion,5/33,0.7230598741931071,0.9997940628638404,0.9224294779817463,PTGER4;GNAI2;CTSB;ITPR2;PPP3R1,5
Syrian hamster,3,Renal cell carcinoma,7/59,0.9199890803923312,0.9997940628638404,0.7069748177140522,FH;ARNT;MAP2K1;RAP1B;PIK3CD;GRB2;EGLN3,7
Syrian hamster,3,Ras signaling pathway,19/127,0.8298515089287417,0.9997940628638404,0.8577251240609615,NFKB1;GNGT2;MAP2K1;GNG2;PRKCB;RAB5B;RASGRP4;RAC2;PIK3CD;CSF1R;RASSF5;LAT;STK4;RAP1B;GAB2;RASGRP2;PRKCA;GRB2;ARF6,19
Syrian hamster,3,Focal adhesion,17/124,0.9090549358653809,0.9997940628638404,0.7875324140384381,PPP1CA;CCND2;PRKCB;ZYX;ACTB;ITGB7;MAP2K1;RAP1B;PPP1CB;PRKCA;RAC2;VAV1;PIK3CD;GRB2;FLNA;ACTN1;CCND3,17
Syrian hamster,3,FoxO signaling pathway,11/86,0.9177947308678785,0.9997940628638404,0.7452582942704589,MAPK14;CCNG2;CCND2;S1PR4;STK4;CDKN2D;MAP2K1;CAT;PIK3CD;GRB2;PRKAG1,11
Syrian hamster,3,ECM-receptor interaction,2/39,0.9955114934965585,0.9997940628638404,0.35464322828631883,ITGB7;CD44,2
Syrian hamster,3,ABC transporters,2/15,0.7752403039958043,0.9997940628638404,0.9063207938483137,ABCG1;ABCD1,2
Roborovski hamster,1,Ribosome,63/112,3.3073118932574597e-48,6.746916262245218e-46,10.785137395459977,RPS12;RPL18A;RPL22;RPS2;RPL35A;RPS3A;RPL13;RPS14;RPS7;RPS10;RPL9;RPL15;RPS24;RPLP0;RPS18;RPL11;RPL31;RPS15A;RPS15;RPL30;RPL19;RPS13;RPL29;RPLP2;RPL6;RPS27A;RPL8;RPL34;RPL24;RPL36AL;RPL22L1;RPS4X;RPL21;RPS16;FAU;RPS5;RPL3;RPL12;RPL28;RPS17;RPS9;RPL7;RPL18;RPL17;RPL23;RPS8;RPL27A;RPS19;RPL35;RPSA;RPS23;RPL10A;RPS20;RPL14;RPS25;RPLP1;RPS26;RPL32;MRPS15;RPL10;RPS6;RPS3;RPS11,63
Roborovski hamster,1,TNF-alpha Signaling via NF-kB,28/120,4.0806267855757985e-10,1.8770883213648674e-08,4.075200994469415,PNRC1;KLF6;EGR1;MYC;NFKBIA;IER2;FOSB;IRF1;NR4A1;BTG2;KLF2;DUSP1;MCL1;PHLDA1;FOS;GADD45B;EIF1;NR4A2;PPP1R15A;IER5;RHOB;JUN;GADD45A;ZFP36;DUSP2;CD69;JUNB;BTG1,28
Roborovski hamster,1,p53 Pathway,21/116,5.761360350252603e-06,0.00013251128805580987,3.1212694519868034,MKNK2;RPS12;RACK1;TOB1;MAPKAPK3;ZFP36L1;DDIT4;H2AJ;BTG2;SEC61A1;HINT1;DDIT3;RPL18;FOS;SERTAD3;HEXIM1;PPP1R15A;IER5;JUN;GADD45A;BTG1,21
Roborovski hamster,1,Myc Targets V1,25/164,1.8063880992832725e-05,0.0002769795085567685,2.63014093811015,RACK1;RPL22;HNRNPC;RPS2;NDUFAB1;MYC;NPM1;IMPDH2;RPS10;RPLP0;SRSF2;U2AF1;SNRPD3;RPL6;RPL34;HNRNPA1;RPS5;SNRPA1;EEF1B2;HDDC2;RPL18;RPL14;PSMA2;RPS6;RPS3,25
Roborovski hamster,1,Parkinson disease,17/84,9.760963788017296e-06,0.0009956183063777643,3.482802010082267,ATP5MC2;NDUFB5;COX4I1;NDUFC2;NDUFV2;NDUFA6;NDUFAB1;ATP5F1D;COX6B1;UBE2J2;UQCRH;ATP5PB;NDUFS5;COX7A2L;NDUFB9;UBB;SLC18A2,17
Roborovski hamster,1,Oxidative phosphorylation,15/76,4.451474612639681e-05,0.0030270027365949834,3.393451802854118,ATP5MC2;NDUFB5;COX7A2L;COX4I1;NDUFC2;NDUFV2;NDUFA6;NDUFAB1;ATP5F1D;ATP5MG;COX6B1;ATP5PB;NDUFS5;UQCRH;NDUFB9,15
Roborovski hamster,1,Apoptosis,15/92,0.00041660172930648565,0.004790919887024585,2.799298093273997,HMGB2;JUN;MCL1;TSPO;GADD45A;IRF1;SMAD7;CD69;GPX1;GADD45B;CD2;SATB1;BTG2;DDIT3;RHOB,15
Roborovski hamster,1,Oxidative Phosphorylation,19/143,0.0010736768829432072,0.008231522769231255,2.2759025521822975,MGST3;NDUFC2;NDUFAB1;ATP5F1D;ATP5PB;UQCRH;ATP5MG;COX7A2L;ATP5MC2;TIMM13;NDUFA6;MPC1;COX4I1;NDUFV2;COX6B1;MRPS15;HSD17B10;NDUFB5;TOMM22,19
Roborovski hamster,1,Allograft Rejection,16/110,0.0009927690930080343,0.008231522769231255,2.4939658052172855,LCK;CD47;LTB;CD3D;KLRD1;CD3G;RPS9;CD3E;THY1;RPS3A;CD2;PTPRC;NPM1;RPL9;CD7;RPS19,16
Roborovski hamster,1,Thermogenesis,18/119,0.0002989815165667399,0.015248057344903735,2.5958644599913043,ATP5MC2;NDUFB5;ACTB;COX4I1;NDUFC2;NDUFV2;NDUFA6;NDUFAB1;ATP5F1D;ATP5MG;COX6B1;UQCRH;ATP5PB;NDUFS5;COX7A2L;NDUFB9;RPS6;RHEB,18
Roborovski hamster,1,Alzheimer disease,15/101,0.0011409010874127963,0.038790636972035074,2.5474047256348875,ATP5MC2;NDUFB5;COX4I1;NDUFC2;NDUFV2;NDUFA6;NDUFAB1;ATP5F1D;COX6B1;UQCRH;HSD17B10;NDUFS5;COX7A2L;NDUFB9;ATP5PB,15
Roborovski hamster,1,Colorectal cancer,10/52,0.0010328011320974199,0.038790636972035074,3.318097754293263,JUN;PIK3CB;TCF7;GADD45A;GADD45G;FOS;GADD45B;MYC;RAC2;RHOA,10
Roborovski hamster,1,Non-alcoholic fatty liver disease (NAFLD),14/96,0.0019741575351905276,0.04474757079765195,2.501843563438644,JUN;PIK3CB;NDUFB5;COX4I1;NDUFC2;NDUFV2;NDUFA6;NDUFAB1;COX6B1;UQCRH;NDUFS5;COX7A2L;NDUFB9;DDIT3,14
Roborovski hamster,1,Huntington disease,15/106,0.0018782490629082145,0.04474757079765195,2.4258599342597305,ATP5MC2;NDUFB5;COX4I1;NDUFC2;NDUFV2;GPX1;NDUFAB1;NDUFA6;ATP5F1D;COX6B1;UQCRH;ATP5PB;NDUFS5;COX7A2L;NDUFB9,15
Roborovski hamster,1,MAPK signaling pathway,17/126,0.0016380119371792539,0.04474757079765195,2.3108166337729212,DUSP1;MKNK2;JUN;JUND;GADD45A;GADD45G;DUSP6;DUSP2;MAPKAPK3;RASGRP2;MAP3K12;FOS;GADD45B;MYC;NR4A1;RAC2;DDIT3,17
Roborovski hamster,1,UV Response Up,12/91,0.009142326716002623,0.060078146990874375,2.264348797886777,FOSB;IRF1;CDC34;TUBA4A;FOS;NR4A1;FURIN;NFKBIA;BTG2;JUNB;BTG1;RHOB,12
Roborovski hamster,1,Breast cancer,9/51,0.0033924381336925065,0.06920573792732714,3.052803254154035,JUN;PIK3CB;TCF7;GADD45A;GADD45G;FRAT2;FOS;GADD45B;MYC,9
Roborovski hamster,1,Hypoxia,12/96,0.013756512616285452,0.07909994754364134,2.1453047911979026,PRDX5;DUSP1;PNRC1;JUN;KLF6;DDIT3;ZFP36;DDIT4;VHL;FOS;PPP1R15A;BTG1,12
Roborovski hamster,1,Salmonella infection,8/45,0.005385662167436141,0.09987955292336115,3.0864680654430985,PYCARD;ARPC5L;JUN;ACTB;FOS;ARPC3;ARPC1B;PFN1,8
Roborovski hamster,1,Reactive Oxygen Species Pathway,6/36,0.02074286583968595,0.10601909206950595,2.93102336825141,PRDX2;FTL;LSP1;CDKN2D;NDUFA6;JUNB,6
Roborovski hamster,1,Shigellosis,7/38,0.007424745068301053,0.10818914242381533,3.2136474272778335,ARPC5L;ARPC3;ACTB;U2AF1;NFKBIA;ARPC1B;PFN1,7
Roborovski hamster,1,T cell receptor signaling pathway,10/66,0.006409667411824406,0.10818914242381533,2.613710630605576,LCK;JUN;PIK3CB;CD3D;CD3G;FOS;CD3E;PTPRC;NFKBIA;RHOA,10
Roborovski hamster,1,Fc gamma R-mediated phagocytosis,8/47,0.007060821353253764,0.10818914242381533,2.955570924683588,PTPRC;ARPC5L;PIK3CB;VASP;RAC2;CFL1;ARPC3;ARPC1B,8
Roborovski hamster,1,Basal cell carcinoma,4/14,0.00850050864101459,0.11560691751779843,5.099098695125779,GADD45A;GADD45G;GADD45B;TCF7,4
Roborovski hamster,1,Pathogenic Escherichia coli infection,6/31,0.010140161222024957,0.1292870555808182,3.3989625479821557,ARPC5L;ACTB;TUBA4A;ARPC3;ARPC1B;RHOA,6
Roborovski hamster,1,Amphetamine addiction,5/23,0.011316914108509601,0.13580296930211522,3.8499542289661295,CAMK4;JUN;FOSB;FOS;SLC18A2,5
Roborovski hamster,1,Endometrial cancer,6/34,0.015870491705581625,0.13707153087606075,3.1019228947617696,PIK3CB;TCF7;GADD45A;GADD45G;GADD45B;MYC,6
Roborovski hamster,1,Th1 and Th2 cell differentiation,7/43,0.01458139122599648,0.13707153087606075,2.8420029827812177,LCK;JUN;CD3D;CD3G;FOS;CD3E;NFKBIA,7
Roborovski hamster,1,Pertussis,7/43,0.01458139122599648,0.13707153087606075,2.8420029827812177,PYCARD;JUN;IRF1;IRF3;FOS;CFL1;RHOA,7
Roborovski hamster,1,Transcriptional misregulation in cancer,10/76,0.016863951949742242,0.13707153087606075,2.2684228248763176,GADD45A;GADD45G;ITGB7;DDX5;H3F3A;DUSP6;DDIT3;GADD45B;MYC;H3F3B,10
Roborovski hamster,1,Apoptosis,11/87,0.016573349540604115,0.13707153087606075,2.174054872280038,JUN;MCL1;PIK3CB;ACTB;GADD45G;GADD45A;TUBA4A;GADD45B;FOS;NFKBIA;DDIT3,11
Roborovski hamster,1,Osteoclast differentiation,9/64,0.015243601091104442,0.13707153087606075,2.4324641766502233,CAMK4;LCK;JUN;FOSB;JUND;PIK3CB;FOS;NFKBIA;JUNB,9
Roborovski hamster,1,Thyroid cancer,5/25,0.016160032193264753,0.13707153087606075,3.5468722039011173,TCF7;GADD45A;GADD45G;GADD45B;MYC,5
Roborovski hamster,1,Systemic lupus erythematosus,4/17,0.01746990099400774,0.13707153087606075,4.222961174066506,SNRPD3;SNRPB;H3F3A;H3F3B,4
Roborovski hamster,1,Hematopoietic cell lineage,6/34,0.015870491705581625,0.13707153087606075,3.1019228947617696,CD3D;CD37;CD3G;CD3E;CD2;CD7,6
Roborovski hamster,1,Fluid shear stress and atherosclerosis,10/79,0.021649525832152097,0.1635741951762603,2.181775130231051,KLF2;SUMO4;JUN;DUSP1;PIK3CB;ACTB;MGST3;FOS;RAC2;RHOA,10
Roborovski hamster,1,Apical Junction,9/74,0.03587954041078653,0.16504588588961805,2.1025987921231573,PIK3CB;EVL;ACTB;CNN2;VASP;THY1;RAC2;PTPRC;PFN1,9
Roborovski hamster,1,Spliceosome,12/103,0.022961745224243255,0.16729271520520084,1.9979662669771798,SRSF2;LSM5;BCAS2;SNRPA1;SRSF5;DDX5;HNRNPC;U2AF1;SNRPD3;SF3B6;SNRPB;HNRNPA1,12
Roborovski hamster,1,Retrograde endocannabinoid signaling,8/58,0.024005143901469416,0.1688637708930952,2.3956220447679053,NDUFS5;NDUFC2;NDUFV2;NDUFA6;NDUFAB1;GNG5;NDUFB5;NDUFB9,8
Roborovski hamster,1,Bacterial invasion of epithelial cells,6/39,0.02980463480143307,0.20267151664974487,2.7071233556713823,ARPC5L;PIK3CB;ACTB;ARPC3;ARPC1B;RHOA,6
Roborovski hamster,1,Regulation of actin cytoskeleton,11/97,0.03422703692356713,0.22523598491637725,1.9479504160298862,ARPC5L;PIK3CB;ITGB7;ACTB;RAC2;CFL1;ARPC3;ARPC1B;PFN1;TMSB4X;RHOA,11
Roborovski hamster,1,Human T-cell leukemia virus 1 infection,12/110,0.03607284758095179,0.22996440332856768,1.8692950670921142,LCK;JUN;PIK3CB;TSPO;CD3D;ZFP36;EGR1;CD3G;FOS;CD3E;MYC;NFKBIA,12
Roborovski hamster,1,Oxytocin signaling pathway,7/52,0.03789279328653796,0.2342463584985983,2.3514323160456843,CAMK4;JUN;ACTB;FOS;MYL6;EEF2;RHOA,7
Roborovski hamster,1,Th17 cell differentiation,7/53,0.04145832021661113,0.24604732212430153,2.3071128477113216,LCK;JUN;CD3D;CD3G;FOS;CD3E;NFKBIA,7
Roborovski hamster,1,Primary immunodeficiency,4/22,0.04221400134485565,0.24604732212430153,3.281924577373212,LCK;CD3D;CD3E;PTPRC,4
Roborovski hamster,1,Gastric cancer,7/54,0.045235012049123155,0.24940385021678713,2.2644197818846417,PIK3CB;TCF7;GADD45A;GADD45G;FRAT2;GADD45B;MYC,7
Roborovski hamster,1,Hepatocellular carcinoma,9/77,0.04466729812769587,0.24940385021678713,2.020238854179948,PIK3CB;TCF7;ACTB;GADD45G;MGST3;GADD45A;FRAT2;GADD45B;MYC,9
Roborovski hamster,1,"Parathyroid hormone synthesis, secretion and action",6/44,0.05001954158267444,0.25966089230521533,2.401042814129397,JUND;EGR1;NACA;FOS;NR4A2;RHOA,6
Roborovski hamster,1,Alcoholism,6/44,0.05001954158267444,0.25966089230521533,2.401042814129397,CAMK4;FOSB;H3F3A;GNG5;SLC18A2;H3F3B,6
Roborovski hamster,1,FoxO signaling pathway,8/67,0.050913900452003,0.25966089230521533,2.0732272351194823,KLF2;S1PR4;GABARAP;PIK3CB;GADD45A;GADD45G;CDKN2D;GADD45B,8
Roborovski hamster,1,Cardiac muscle contraction,4/24,0.05574363198241539,0.277358559132018,3.013056978317985,UQCRH;COX7A2L;COX6B1;COX4I1,4
Roborovski hamster,1,Chagas disease (American trypanosomiasis),7/57,0.05785992952682913,0.2810339434160272,2.1452504416206053,JUN;PIK3CB;CD3D;CD3G;FOS;CD3E;NFKBIA,7
Roborovski hamster,1,Epithelial Mesenchymal Transition,8/71,0.06741798222462288,0.28192974384842295,1.9559927588836918,JUN;WIPF1;GADD45A;PPIB;GADD45B;THY1;EMP3;RHOB,8
Roborovski hamster,1,Cocaine addiction,3/15,0.05996302658632266,0.28447575403743774,3.699887034015313,JUN;FOSB;SLC18A2,3
Roborovski hamster,1,C-type lectin receptor signaling pathway,7/59,0.06737477088085587,0.30543229465988,2.0724803682941064,PYCARD;JUN;PIK3CB;LSP1;IRF1;NFKBIA;RHOA,7
Roborovski hamster,1,Measles,9/83,0.0663010575560852,0.30543229465988,1.8732732164130237,JUN;PIK3CB;RACK1;CD3D;IRF3;CD3G;FOS;CD3E;NFKBIA,9
Roborovski hamster,1,Kaposi sarcoma-associated herpesvirus infection,10/98,0.07621597093420848,0.30807872802368036,1.7555740332195615,JUN;GABARAP;PIK3CB;ZFP36;IRF3;FOS;MYC;GNG5;NFKBIA;UBB,10
Roborovski hamster,1,Glioma,5/37,0.07312142909280371,0.30807872802368036,2.4072837896566712,CAMK4;PIK3CB;GADD45A;GADD45G;GADD45B,5
Roborovski hamster,1,Chronic myeloid leukemia,6/49,0.07701968200592009,0.30807872802368036,2.156796725424176,PIK3CB;GADD45A;GADD45G;GADD45B;MYC;NFKBIA,6
Roborovski hamster,1,Human immunodeficiency virus 1 infection,11/111,0.07674238443704968,0.30807872802368036,1.6995396905532623,JUN;PIK3CB;CD3D;IRF3;CD3G;GNG5;FOS;CD3E;RAC2;CFL1;NFKBIA,11
Roborovski hamster,1,Cytosolic DNA-sensing pathway,4/26,0.07132950829993631,0.30807872802368036,2.7847731677993965,NFKBIA;PYCARD;POLR1D;IRF3,4
Roborovski hamster,1,Wnt signaling pathway,6/49,0.07701968200592009,0.30807872802368036,2.156796725424176,JUN;TCF7;FRAT2;MYC;RAC2;RHOA,6
Roborovski hamster,1,TGF-beta Signaling,5/39,0.08758723322515269,0.33575106069641864,2.2846698463518886,PPP1R15A;SMAD7;FURIN;JUNB;RHOA,5
Roborovski hamster,1,cAMP signaling pathway,7/63,0.08906419990060833,0.34540513381329424,1.9406920465217077,CAMK4;JUN;PIK3CB;FOS;RAC2;NFKBIA;RHOA,7
Roborovski hamster,1,Small cell lung cancer,6/51,0.08973760829463037,0.34540513381329424,2.0723776889396537,PIK3CB;GADD45A;GADD45G;GADD45B;MYC;NFKBIA,6
Roborovski hamster,1,KRAS Signaling Dn,3/19,0.10684123722717571,0.34995696328622294,2.9390734643652934,NR4A2;SCGB1A1;BTG2,3
Roborovski hamster,1,Pancreas Beta Cells,2/10,0.12172416114303407,0.34995696328622294,3.8942278075525163,SEC11A;SRP14,2
Roborovski hamster,1,PI3K/AKT/mTOR  Signaling,7/67,0.11424998748790095,0.34995696328622294,1.8245230814038154,CAMK4;MKNK2;LCK;CFL1;ARPC3;PFN1;DDIT3,7
Roborovski hamster,1,Inflammatory Response,9/92,0.10938078026121174,0.34995696328622294,1.6885731581383756,LCK;KLF6;SEMA4D;IRF1;CD69;MYC;EMP3;NFKBIA;BTG2,9
Roborovski hamster,1,Natural killer cell mediated cytotoxicity,6/52,0.09649997546959893,0.3515356249249675,2.0325801431683783,LCK;PIK3CB;KLRD1;HCST;SH2D1A;RAC2,6
Roborovski hamster,1,Non-small cell lung cancer,5/40,0.09533942135715161,0.3515356249249675,2.227904131858934,RASSF1;PIK3CB;GADD45A;GADD45G;GADD45B,5
Roborovski hamster,1,mTOR signaling pathway,7/64,0.09503730597143348,0.3515356249249675,1.910299003322259,PIK3CB;EIF4E2;DDIT4;RHEB;EIF4B;RPS6;RHOA,7
Roborovski hamster,1,Platelet activation,6/54,0.11081301447072577,0.36801077958050893,1.9573664328116567,PIK3CB;ACTB;FERMT3;VASP;RASGRP2;RHOA,6
Roborovski hamster,1,Cell adhesion molecules (CAMs),5/41,0.10342856589941639,0.36801077958050893,2.173874114449977,ITGB7;SELPLG;CD2;PTPRC;VSIR,5
Roborovski hamster,1,Arrhythmogenic right ventricular cardiomyopathy (ARVC),3/19,0.10684123722717571,0.36801077958050893,2.9390734643652934,ACTB;ITGB7;TCF7,3
Roborovski hamster,1,Epstein-Barr virus infection,11/119,0.11166923737172528,0.36801077958050893,1.583723572279642,JUN;PIK3CB;GADD45A;GADD45G;CD3D;IRF3;CD3G;GADD45B;MYC;CD3E;NFKBIA,11
Roborovski hamster,1,IL-17 signaling pathway,5/42,0.11184641340191938,0.36801077958050893,2.1223866860955596,JUN;FOSB;JUND;FOS;NFKBIA,5
Roborovski hamster,1,Protein export,3/19,0.10684123722717571,0.36801077958050893,2.9390734643652934,SEC11A;SEC61A1;SRP14,3
Roborovski hamster,1,PI3K-Akt signaling pathway,12/134,0.11858823009576978,0.38399998316725453,1.5298162986221162,MCL1;PIK3CB;ITGB7;EIF4E2;DDIT4;EIF4B;PPP2R5A;MYC;NR4A1;GNG5;RPS6;RHEB,12
Roborovski hamster,1,Neurotrophin signaling pathway,7/68,0.12107599140365523,0.38592972259915104,1.7976007117505812,CAMK4;JUN;PIK3CB;ARHGDIB;MATK;NFKBIA;RHOA,7
Roborovski hamster,1,Melanoma,4/33,0.14065864866159294,0.44145175887638405,2.2004347572928595,GADD45A;GADD45G;GADD45B;PIK3CB,4
Roborovski hamster,1,Pancreatic cancer,5/46,0.14860747429577,0.45933219327783453,1.938582103152907,PIK3CB;GADD45A;GADD45G;GADD45B;RAC2,5
Roborovski hamster,1,IL-2/STAT5 Signaling,9/102,0.17182017049600998,0.4649251672244976,1.5213920755808348,TNFRSF18;KLF6;PHLDA1;LTB;GADD45B;MYC;FURIN;CST7;RHOB,9
Roborovski hamster,1,Choline metabolism in cancer,5/47,0.15851385273312246,0.48263919339637285,1.897467920126261,JUN;PIK3CB;FOS;RAC2;RHEB,5
Roborovski hamster,1,Leukocyte transendothelial migration,6/61,0.16860071844210958,0.5058021553263288,1.7326425421116955,PIK3CB;ACTB;VASP;THY1;RAC2;RHOA,6
Roborovski hamster,1,TNF signaling pathway,6/62,0.17773898775733946,0.5145913275148476,1.7046483660130718,JUN;PIK3CB;IRF1;FOS;NFKBIA;JUNB,6
Roborovski hamster,1,Toll-like receptor signaling pathway,5/49,0.17909796202722636,0.5145913275148476,1.820223091409532,JUN;PIK3CB;IRF3;FOS;NFKBIA,5
Roborovski hamster,1,Pathways in cancer,17/217,0.17635112380995827,0.5145913275148476,1.324283349576894,JUN;RASSF1;PIK3CB;TCF7;GADD45A;GADD45G;MGST3;RASGRP2;FRAT2;VHL;FOS;GADD45B;MYC;RAC2;GNG5;NFKBIA;RHOA,17
Roborovski hamster,1,Adherens junction,4/37,0.18880283298948605,0.5349413601368771,1.9644733420026008,ACTB;RAC2;TCF7;RHOA,4
Roborovski hamster,1,Apelin signaling pathway,6/64,0.19659412801982132,0.549386330356761,1.6512641232203475,KLF2;CAMK4;GABARAP;EGR1;GNG5;RPS6,6
Roborovski hamster,1,B cell receptor signaling pathway,5/51,0.20061924239072065,0.5530584519960408,1.7489778610397337,JUN;PIK3CB;FOS;RAC2;NFKBIA,5
Roborovski hamster,1,Staphylococcus aureus infection,2/14,0.21030429123477545,0.5720276721585892,2.8181737074541644,CAMP;SELPLG,2
Roborovski hamster,1,Acute myeloid leukemia,4/39,0.21461006584634296,0.5726793446506308,1.8644137545060986,PIK3CB;MYC;TCF7;DUSP6,4
Roborovski hamster,1,Tight junction,6/66,0.21615838008871846,0.5726793446506308,1.6010909627008698,JUN;ACTB;VASP;TUBA4A;MYL6;RHOA,6
Roborovski hamster,1,Cholinergic synapse,4/40,0.2278623596784754,0.5884040680304934,1.8180898714058662,CAMK4;FOS;PIK3CB;GNG5,4
Roborovski hamster,1,Cellular senescence,7/81,0.2266665668121559,0.5884040680304934,1.5077310262203605,PIK3CB;GADD45A;GADD45G;ZFP36L1;MYC;GADD45B;RHEB,7
Roborovski hamster,1,NOD-like receptor signaling pathway,7/82,0.23587764390977586,0.6014879919699284,1.489217204813535,PYCARD;JUN;GABARAP;IRF3;NFKBIA;CAMP;RHOA,7
Roborovski hamster,1,Chemokine signaling pathway,7/83,0.2452099775747931,0.6026847641597325,1.4711468282308253,PIK3CB;GRK6;RASGRP2;RAC2;GNG5;NFKBIA;RHOA,7
Roborovski hamster,1,Hepatitis B,7/83,0.2452099775747931,0.6026847641597325,1.4711468282308253,JUN;PIK3CB;IRF3;FOS;SLC10A1;MYC;NFKBIA,7
Roborovski hamster,1,Influenza A,7/83,0.2452099775747931,0.6026847641597325,1.4711468282308253,PYCARD;JUN;PIK3CB;ACTB;IRF3;FURIN;NFKBIA,7
Roborovski hamster,1,RNA transport,8/100,0.26884932711317794,0.6166330836321551,1.3851308503474742,SUMO4;PYM1;EIF3E;EIF4E2;EIF4B;EIF1;EIF3F;EIF3I,8
Roborovski hamster,1,Ras signaling pathway,7/86,0.273859235572115,0.6166330836321551,1.4194425715346328,RASSF1;PIK3CB;RASGRP2;RAC2;GNG5;RASA3;RHOA,7
Roborovski hamster,1,Legionellosis,3/30,0.27808942987332486,0.6166330836321551,1.8758053198953881,NFKBIA;PYCARD;EEF1G,3
Roborovski hamster,1,Aldosterone synthesis and secretion,3/29,0.2611132545154717,0.6166330836321551,1.939699707621623,NR4A2;CAMK4;NR4A1,3
Roborovski hamster,1,Serotonergic synapse,3/30,0.27808942987332486,0.6166330836321551,1.8758053198953881,DUSP1;SLC18A2;GNG5,3
Roborovski hamster,1,HIF-1 signaling pathway,5/57,0.26964762017413774,0.6166330836321551,1.5649793095629498,MKNK2;PIK3CB;EIF4E2;VHL;RPS6,5
Roborovski hamster,1,Hippo signaling pathway,5/56,0.25776434639151735,0.6166330836321551,1.592931891866945,RASSF1;TCF7;ACTB;SMAD7;MYC,5
Roborovski hamster,1,Rap1 signaling pathway,7/84,0.25465608091768144,0.6166330836321551,1.4535041528690082,PIK3CB;ACTB;VASP;RASGRP2;RAC2;PFN1;RHOA,7
Roborovski hamster,1,Relaxin signaling pathway,5/59,0.2937494823865459,0.6443537032995201,1.5118928927503206,JUN;PIK3CB;FOS;GNG5;NFKBIA,5
Roborovski hamster,1,Thyroid hormone signaling pathway,5/60,0.3059387795628379,0.6639522450087121,1.486665876496385,PIK3CB;MED30;ACTB;MYC;RHEB,5
